"title","release_date","rating","director","writer","genres","runtime","original_language","budget","revenue"
"X","17/06/2022 (TR)","67","Ti West","Ti West","Korku,Gerilim,Gizem","1h 46m","İngilizce","$1,000,000.00","$14,740,889.00"
"X","17/06/2022 (TR)","67","Ti West","Ti West","Korku,Gerilim,Gizem","1h 46m","İngilizce","$1,000,000.00","$14,740,889.00"
"X+Y","13/03/2015 (GB)","67","Morgan Matthews","","Dram","1h 51m","İngilizce","-","-"
"X-Men: Apocalypse","27/05/2016 (US)","65","Bryan Singer","","Aksiyon,Macera,Bilim-Kurgu,Fantastik","2h 24m","İngilizce","$178,000,000.00","$543,934,787.00"
"X-Men: Dark Phoenix","05/06/2019 (TR)","60","Simon Kinberg","Simon Kinberg","Bilim-Kurgu,Aksiyon,Macera","1h 54m","İngilizce","$200,000,000.00","$252,442,974.00"
"X-Men: Geçmiş Günler Gelecek","23/05/2014 (TR)","75","Bryan Singer","","Aksiyon,Macera,Bilim-Kurgu","2h 12m","İngilizce","$250,000,000.00","$747,862,775.00"
"X-Rated 2: The Greatest Adult Stars of All-Time","28/10/2016 (US)","68","Eli Cross","Eli Cross","Belgesel","1h 35m","İngilizce","-","-"
"X-Rated: The Greatest Adult Movies of All Time","06/02/2015 (US)","63","Eli Cross","Eli Cross","Belgesel","1h 34m","İngilizce","-","-"
"Ya Aşksa","07/09/2013 (CA)","67","Michael Dowse","","Dram,Komedi,Romantik","1h 42m","İngilizce","$11,000,000.00","$8,500,000.00"
"Yaban Çilekleri","26/12/1957 (SE)","81","Ingmar Bergman","","Dram","1h 31m","İsveçce","-","-"
"Yabancı","24/04/2008 (US)","64","Howard McCain","","Bilim-Kurgu,Aksiyon","1h 55m","İngilizce","$50,000,000.00","$7,033,683.00"
"Yabancı","09/03/2018 (TR)","62","Martin Zandvliet","","Suç,Dram,Gizem","2h","İngilizce","-","-"
"Yabancı Muhabir","16/08/1940 (US)","70","Alfred Hitchcock","","Gerilim,Gizem,Aksiyon","2h","İngilizce","-","-"
"Yabancının Kılıcı","29/09/2007 (JP)","76","Masahiro Ando","","Aksiyon,Animasyon,Tarih","1h 43m","Japonca","-","-"
"Yabandan Gelen Adam","05/02/1973 (TR)","77","Sergio Leone","","Vahşi Batı","2h 37m","İtalyanca","-","-"
"Yağmur Adam","12/12/1988 (US)","78","Barry Levinson","","Dram","2h 14m","İngilizce","$25,000,000.00","$354,825,435.00"
"Yağmur Altında","11/04/1952 (TR)","82","Stanley Donen","","Komedi,Romantik","1h 43m","İngilizce","$2,540,800.00","$7,200,000.00"
"Yağmurcu","18/11/1997 (US)","70","Francis Ford Coppola","","Dram,Suç,Gerilim","2h 15m","İngilizce","$40,000,000.00","$45,916,769.00"
"Yakalandın","15/06/2018 (US)","67","Jeff Tomsic","","Komedi,Aksiyon","1h 40m","İngilizce","$28,000,000.00","$75,100,000.00"
"Yakar Top","22/10/2004 (TR)","64","Rawson Marshall Thurber","Rawson Marshall Thurber","Komedi","1h 32m","İngilizce","$20,000,000.00","$167,722,310.00"
"Yakın","02/10/2022 (TR)","78","Lukas Dhont","Lukas Dhont","Dram","2h 25m","Fransızca","-","$3,129,968.00"
"Yakın Koruma","18/01/2019 (US)","59","Vicky Jewson","","Aksiyon,Macera,Gerilim","1h 35m","İngilizce","-","-"
"Yakışıklı Johnny","12/09/1989 (US)","63","Walter Hill","","Suç,Dram","1h 34m","İngilizce","$20,000,000.00","$7,237,794.00"
"Yaksha: Acımak Yok","08/04/2022 (KR)","64","Na Hyun","Na Hyun","Aksiyon,Macera,Suç,Gerilim","2h 5m","Korece","-","-"
"Yakut Kırmızı","14/03/2013 (DE)","70","Felix Fuchssteiner","","Fantastik,Dram,Romantik","2h 2m","Almanca","-","$5,524,381.00"
"Yalancı Yalancı","16/05/1997 (TR)","67","Tom Shadyac","Paul Guay","Komedi","1h 26m","İngilizce","$45,000,000.00","$302,710,615.00"
"Yalanlar Büyücüsü","11/05/2017 (US)","66","Barry Levinson","","Suç,Dram,Tarih,Gerilim,TV film","2h 13m","İngilizce","-","-"
"Yalanlar Üstüne","19/12/2008 (TR)","66","Ridley Scott","","Aksiyon,Dram,Gerilim","2h 8m","İngilizce","$70,000,000.00","$113,280,098.00"
"Yaman Tilki","13/11/2009 (US)","78","Wes Anderson","","Macera,Animasyon,Komedi,Aile","1h 27m","İngilizce","$40,000,000.00","$46,471,023.00"
"Yandaki Korsanlar: Diğer Taraftan Ninjalar","20/04/2022 (NL)","65","Pim van Hoeve","Reggie Naus","Aile,Aksiyon,Macera","1h 32m","Felemenkçe; Flamanca","-","-"
"Yanlış Kapı","09/10/2015 (US)","54","Eli Roth","","Gerilim,Korku","1h 39m","İngilizce","$10,000,000.00","$6,341,684.00"
"Yanlış Missy","13/05/2020 (US)","61","Tyler Spindel","Kevin Barnett","Komedi,Romantik","1h 30m","İngilizce","-","-"
"Yannick","05/04/2024 (TR)","73","Quentin Dupieux","","Komedi,Dram","1h 7m","Fransızca","-","$3,500,000.00"
"Yapay Kız","27/04/2023 (US)","67","Franklin Ritch","Franklin Ritch","Bilim-Kurgu,Gerilim,Dram,Gizem","1h 33m","İngilizce","-","-"
"Yapay Zeka","05/10/2001 (TR)","70","Steven Spielberg","","Dram,Bilim-Kurgu,Macera","2h 26m","İngilizce","$100,000,000.00","$235,926,552.00"
"Yapımcılar","25/12/2005 (US)","62","Susan Stroman","","Komedi","2h 14m","İngilizce","$45,000,000.00","$38,058,335.00"
"Yapışkan Şey","19/02/1982 (US)","54","Wes Craven","Wes Craven","Korku,Bilim-Kurgu","1h 33m","İngilizce","$3,000,000.00","-"
"Yaralı Yüz","09/12/1983 (US)","82","Brian De Palma","","Aksiyon,Suç,Dram","2h 50m","İngilizce","$25,000,000.00","$66,023,329.00"
"Yaralı Yüz","09/12/1983 (US)","82","Brian De Palma","","Aksiyon,Suç,Dram","2h 50m","İngilizce","$25,000,000.00","$66,023,329.00"
"Yaralı Yüz","09/04/1932 (US)","75","Howard Hawks","","Suç,Dram","1h 33m","İngilizce","-","$600,000.00"
"Yaramaz Harry","12/12/1997 (US)","73","Woody Allen","","Komedi,Dram","1h 36m","İngilizce","$20,000,000.00","$10,686,841.00"
"Yaratıcı","29/09/2023 (TR)","71","Gareth Edwards","","Aksiyon,Macera,Bilim-Kurgu","2h 14m","İngilizce","$80,000,000.00","$104,000,000.00"
"Yaratığın Dönüşü","18/07/1986 (US)","79","James Cameron","","Aksiyon,Gerilim,Bilim-Kurgu","2h 35m","İngilizce","$18,500,000.00","$183,316,455.00"
"Yaratık","07/02/2024 (FR)","66","Bertrand Bonello","Bertrand Bonello","Dram,Romantik,Bilim-Kurgu","2h 26m","Fransızca","-","$361,810.00"
"Yaratık","27/07/2006 (KR)","70","Bong Joon-ho","","Korku,Dram,Bilim-Kurgu","2h","Korece","$11,000,000.00","$88,489,643.00"
"Yaratık","01/11/1981 (TR)","82","Ridley Scott","","Korku,Bilim-Kurgu","1h 57m","İngilizce","$11,000,000.00","$104,931,801.00"
"Yaratık","01/11/1981 (TR)","82","Ridley Scott","","Korku,Bilim-Kurgu","1h 57m","İngilizce","$11,000,000.00","$104,931,801.00"
"Yaratık 3","11/09/1992 (TR)","64","David Fincher","","Bilim-Kurgu,Aksiyon,Korku","2h 25m","İngilizce","$50,000,000.00","$159,773,545.00"
"Yaratık: Diriliş","27/03/1998 (TR)","61","Jean-Pierre Jeunet","","Bilim-Kurgu,Korku,Aksiyon","1h 56m","İngilizce","$70,000,000.00","$162,000,000.00"
"Yaratıklar","21/04/2006 (TR)","65","James Gunn","James Gunn","Korku,Bilim-Kurgu,Komedi","1h 35m","İngilizce","$15,000,000.00","$12,800,000.00"
"Yaratılan Adam","29/11/1945 (US)","76","Billy Wilder","","Dram","1h 41m","İngilizce","$1,250,000.00","$11,000,000.00"
"Yaratılış","25/09/2009 (GB)","65","Jon Amiel","","Dram,Tarih","1h 48m","İngilizce","-","-"
"Yargıç","30/06/1995 (US)","58","Danny Cannon","","Bilim-Kurgu","1h 31m","İngilizce","$90,000,000.00","$113,493,481.00"
"Yargıç","30/06/1995 (US)","58","Danny Cannon","","Bilim-Kurgu","1h 31m","İngilizce","$90,000,000.00","$113,493,481.00"
"Yargıç Dredd","28/09/2012 (TR)","68","Pete Travis","","Aksiyon,Bilim-Kurgu","1h 35m","İngilizce","$50,000,000.00","$41,037,742.00"
"Yarın Asla Ölmez","11/12/1997 (GB)","64","Roger Spottiswoode","","Macera,Aksiyon,Gerilim","1h 59m","İngilizce","$110,000,000.00","$333,011,068.00"
"Yarın Savaş Başladığında","08/08/2010 (AU)","62","Stuart Beattie","Stuart Beattie","Aksiyon,Macera,Dram","1h 43m","İngilizce","$27,000,000.00","$16,504,936.00"
"Yarın Yokmuş Gibi","21/08/2020 (TR)","73","Max Barbakow","","Komedi,Romantik,Bilim-Kurgu","1h 30m","İngilizce","$5,000,000.00","$164,000.00"
"Yarından Sonra","28/05/2004 (TR)","65","Roland Emmerich","","Aksiyon,Macera,Bilim-Kurgu,Gerilim","2h 4m","İngilizce","$125,000,000.00","$552,639,571.00"
"Yarını Yok","01/12/2017 (TR)","59","Brian Smrz","Jim McClain","Aksiyon,Bilim-Kurgu,Gerilim,Gizem","1h 34m","İngilizce","-","$5,800,000.00"
"Yarının Dünyası","21/05/2015 (TR)","63","Brad Bird","","Macera,Aile,Gizem,Bilim-Kurgu","2h 10m","İngilizce","$190,000,000.00","$209,200,000.00"
"Yarının Savaşçıları","05/08/2022 (CN)","71","Ng Yuen-fai","","Dram,Aksiyon,Bilim-Kurgu","1h 41m","Çince","-","$100,730,000.00"
"Yarının Sınırında","29/05/2014 (TR)","76","Doug Liman","","Aksiyon,Bilim-Kurgu","1h 54m","İngilizce","$178,000,000.00","$370,541,256.00"
"Yarış 2","12/10/2016 (NO)","64","Hallvard Bræin","","Komedi,Aksiyon","1h 38m","Norveççe","-","-"
"Yarışçı Zebra","06/01/2005 (US)","59","Frederik Du Chau","","Komedi,Aile","1h 42m","İngilizce","$30,000,000.00","$90,754,475.00"
"Yasak Bölge","16/05/2014 (TR)","59","Camille Delamarre","","Aksiyon,Suç,Dram","1h 31m","İngilizce","$28,000,000.00","$71,416,730.00"
"Yasak Bölge 9","06/11/2009 (TR)","74","Neill Blomkamp","Neill Blomkamp","Bilim-Kurgu","1h 52m","İngilizce","$30,000,000.00","$210,800,000.00"
"Yasak Dans","14/10/2011 (US)","66","Craig Brewer","","Dram,Müzik,Romantik","1h 53m","İngilizce","$24,000,000.00","$63,543,328.00"
"Yasak Geçit","25/12/1992 (US)","63","Walter Hill","Bob Gale","Aksiyon,Gerilim,Suç","1h 41m","İngilizce","$14,000,000.00","$13,249,535.00"
"Yasak Gezegen","23/03/1956 (US)","73","Fred M. Wilcox","","Bilim-Kurgu,Macera,Fantastik,Romantik","1h 38m","İngilizce","$1,900,000.00","$3,250,000.00"
"Yasak İlişki","02/06/1995 (US)","77","Clint Eastwood","","Dram,Romantik","2h 15m","İngilizce","$24,000,000.00","$182,000,000.00"
"Yasak Krallık","09/05/2008 (TR)","66","Rob Minkoff","John Fusco","Aksiyon,Macera,Fantastik","1h 44m","Çince","$55,000,000.00","$127,906,624.00"
"Yaşam Kanıtı","08/12/2000 (US)","61","Taylor Hackford","","Gerilim,Dram","2h 15m","İngilizce","$65,000,000.00","-"
"Yaşam Şifresi","08/04/2011 (TR)","73","Duncan Jones","Ben Ripley","Gerilim,Bilim-Kurgu,Gizem","1h 34m","İngilizce","$32,000,000.00","$147,332,697.00"
"Yaşamak","09/10/1952 (JP)","83","Akira Kurosawa","","Dram","2h 23m","Japonca","-","$55,240.00"
"Yaşamak İçin","15/01/1993 (US)","69","Frank Marshall","","Macera,Dram,Tarih","2h 7m","İngilizce","$32,000,000.00","$36,700,000.00"
"Yaşamak İçin Öldür","06/07/1973 (GB)","65","Guy Hamilton","","Macera,Aksiyon,Gerilim","2h 1m","İngilizce","$7,000,000.00","$126,377,836.00"
"Yaşamak ve Ölmek","01/11/1985 (US)","71","William Friedkin","","Suç,Gerilim,Aksiyon","1h 56m","İngilizce","-","$17,307,019.00"
"Yaşamın Kıyısında","18/11/2016 (US)","75","Kenneth Lonergan","Kenneth Lonergan","Dram","2h 18m","İngilizce","$9,000,000.00","$79,000,000.00"
"Yaşayan Ölü","12/02/1993 (US)","74","Peter Jackson","","Korku,Komedi","1h 43m","İngilizce","$3,000,000.00","$242,623.00"
"Yaşayan Ölülerin Dönüşü","16/08/1985 (US)","71","Dan O'Bannon","","Korku,Komedi","1h 31m","İngilizce","$4,000,000.00","$14,200,000.00"
"Yaşayan Ölülerin Dönüşü 3","01/10/1993 (US)","66","Brian Yuzna","John Penney","Bilim-Kurgu,Romantik,Korku","1h 37m","İngilizce","$2,000,000.00","$54,207.00"
"Yaşlı Henry","01/10/2021 (US)","72","Potsy Ponciroli","","Aksiyon,Vahşi Batı,Gerilim,Suç,Gizem","1h 39m","İngilizce","-","$77,463.00"
"Yatağımdaki Düşman","08/02/1991 (US)","65","Joseph Ruben","","Dram,Suç,Gerilim","1h 39m","İngilizce","$19,000,000.00","$175,000,000.00"
"Yay","02/12/2005 (TR)","70","Kim Ki-duk","","Dram","1h 30m","Korece","$950,000.00","$2,032,404.00"
"Yaz Aşkı","03/04/2009 (US)","64","Greg Mottola","","Komedi,Dram","1h 47m","İngilizce","$9,800,000.00","$17,200,000.00"
"Yaz Bekârı","03/06/1955 (US)","71","Billy Wilder","","Komedi,Romantik","1h 44m","İngilizce","$1,800,000.00","$12,000,000.00"
"Yaz Kampına Kaçış","15/09/2023 (US)","55","Sean Olson","C. Neil Davenport","Aile,Komedi","1h 40m","İngilizce","$3,500,000.00","$1,100,000.00"
"Yaz Ülkesi","24/07/2020 (GB)","76","Jessica Swale","Jessica Swale","Dram,Romantik","1h 40m","İngilizce","-","$504,296.00"
"Ye Dua Et Sev","12/08/2010 (US)","62","Ryan Murphy","","Dram,Romantik","2h 13m","İngilizce","$60,000,000.00","$204,594,016.00"
"Year of the Dragon","16/08/1985 (US)","69","Michael Cimino","","Aksiyon,Suç,Gerilim","2h 14m","İngilizce","$24,000,000.00","$18,707,466.00"
"Yedek Kulübesi 1","07/04/2006 (US)","59","Dennis Dugan","","Komedi","1h 25m","İngilizce","-","-"
"Yedek Oyuncular","11/08/2000 (US)","66","Howard Deutch","Vince McKewin","Komedi","1h 58m","İngilizce","$50,000,000.00","$50,054,511.00"
"Yedi Kadın ve Bir Cinayet","28/12/2022 (TR)","55","Alessandro Genovesi","","Komedi,Gizem,Suç","1h 24m","İtalyanca","-","-"
"Yedi Kardeşe Yedi Gelin","22/07/1954 (US)","72","Stanley Donen","","Komedi,Dram,Vahşi Batı","1h 43m","İngilizce","-","$5,000,000.00"
"Yedi Kral Ölmeli","14/04/2023 (GB)","72","Edward Bazalgette","Martha Hillier","Aksiyon,Macera,Savaş","1h 51m","İngilizce","-","-"
"Yedi Psikopat","22/03/2013 (TR)","68","Martin McDonagh","","Komedi,Suç","1h 50m","İngilizce","$15,000,000.00","$33,035,736.00"
"Yedi Samuray","26/04/1954 (JP)","85","Akira Kurosawa","","Aksiyon,Dram","3h 27m","Japonca","$2,000,000.00","$346,300.00"
"Yedi Yaşam","13/03/2009 (TR)","76","Gabriele Muccino","","Dram","2h 3m","İngilizce","$55,000,000.00","$168,167,691.00"
"Yedinci Hayat","01/09/2017 (TR)","72","Tommy Wirkola","Max Botkin","Bilim-Kurgu,Gerilim,Dram,Gizem,Aksiyon","2h 3m","İngilizce","$20,000,000.00","$27,975,429.00"
"Yedinci Mühür","16/02/1957 (SE)","82","Ingmar Bergman","","Fantastik,Dram","1h 36m","İsveçce","-","-"
"Yedinci Oğul","29/01/2015 (TR)","55","Sergei Bodrov","","Macera,Fantastik","1h 42m","İngilizce","$95,000,000.00","$114,178,613.00"
"Yehuda ve Siyah Mesih","12/02/2021 (US)","73","Shaka King","","Dram,Tarih","2h 6m","İngilizce","$26,000,000.00","$6,416,063.00"
"Yellowstone City'de Cinayet","24/06/2022 (US)","55","Richard Gray","Eric Belgau","Vahşi Batı,Gizem","2h 6m","İngilizce","-","-"
"Yem","14/09/2012 (US)","57","Kimble Rendall","","Korku","1h 33m","İngilizce","$30,000,000.00","$32,500,000.00"
"Yemekle Oynanmaz","23/06/2017 (US)","53","Ana Lily Amirpour","Ana Lily Amirpour","Dram,Korku,Bilim-Kurgu","1h 58m","İngilizce","$6,000,000.00","$180,851.00"
"Yemen'de Somon Avı","18/04/2012 (GB)","64","Lasse Hallström","","Dram,Romantik,Komedi","1h 47m","İngilizce","$14,400,000.00","$34,564,651.00"
"Yeni Başlayanlar İçin Vahşi Batı","05/06/2014 (TR)","60","Seth MacFarlane","Seth MacFarlane","Komedi,Vahşi Batı","1h 55m","İngilizce","$40,000,000.00","$86,400,000.00"
"Yeni Bir Başlangıç","04/04/1997 (TR)","70","Cameron Crowe","Cameron Crowe","Komedi,Dram,Romantik","2h 18m","İngilizce","$50,000,000.00","$273,600,000.00"
"Yeni Evli","08/01/2003 (US)","58","Shawn Levy","Sam Harper","Romantik,Komedi","1h 35m","İngilizce","$18,000,000.00","$101,564,935.00"
"Yeni Mutantlar","11/09/2020 (TR)","61","Josh Boone","Josh Boone","Bilim-Kurgu,Korku,Aksiyon,Gizem,Macera","1h 34m","İngilizce","$67,000,000.00","$49,169,594.00"
"Yeni Mutantlar","11/09/2020 (TR)","61","Josh Boone","Josh Boone","Bilim-Kurgu,Korku,Aksiyon,Gizem,Macera","1h 34m","İngilizce","$67,000,000.00","$49,169,594.00"
"Yeni Nesil","31/07/2015 (US)","71","Kenny Ortega","Josann McGibbon","Aile,Müzik,Macera,Komedi,Fantastik,TV film","1h 52m","İngilizce","-","-"
"Yeni Nesil 2","21/07/2017 (US)","74","Kenny Ortega","Josann McGibbon","Aile,Müzik,Fantastik,TV film,Macera,Aksiyon,Romantik","1h 51m","İngilizce","-","-"
"Yeni Nesil Ajan","13/09/2002 (TR)","59","Rob Cohen","","Aksiyon,Macera,Gerilim,Suç","2h 4m","İngilizce","$70,000,000.00","$277,500,000.00"
"Yeni Nesil Ajan","13/09/2002 (TR)","59","Rob Cohen","","Aksiyon,Macera,Gerilim,Suç","2h 4m","İngilizce","$70,000,000.00","$277,500,000.00"
"Yeni Nesil Ajan 2","03/06/2005 (TR)","50","Lee Tamahori","","Aksiyon,Macera,Suç,Gizem,Gerilim","1h 41m","İngilizce","$60,000,000.00","$71,100,000.00"
"Yeni Nesil Ajan: Xander Cage'in Dönüşü","20/01/2017 (US)","61","D. J. Caruso","F. Scott Frazier","Aksiyon,Macera,Suç","1h 47m","İngilizce","$85,000,000.00","$346,100,000.00"
"Yeni Yıl Işıkları","22/11/2006 (US)","56","John Whitesell","Matt Corman","Komedi,Aile","1h 33m","İngilizce","$51,000,000.00","$47,231,070.00"
"Yeni Yıl Köpekleri'nin Peşinde","23/11/2010 (US)","62","Robert Vince","Robert Vince","Aile,Macera","1h 29m","İngilizce","-","-"
"Yeni Yıl Soygunu","26/11/2003 (US)","65","Terry Zwigoff","John Requa","Dram,Komedi,Suç","1h 32m","İngilizce","$23,000,000.00","$76,500,000.00"
"Yeniden Başla","08/04/2016 (TR)","68","Jean-Marc Vallée","","Komedi,Dram","1h 41m","İngilizce","$10,000,000.00","$4,366,460.00"
"Yeniden Başlamak","11/07/2014 (US)","72","John Carney","John Carney","Komedi,Müzik,Romantik,Dram","1h 44m","İngilizce","$8,000,000.00","$63,500,000.00"
"Yeniden Ben","26/08/2016 (US)","51","Joshua Marston","Joshua Marston","Dram,Gizem,Gerilim","1h 31m","İngilizce","-","$187,145.00"
"Yenilik Tutkusu","25/01/2017 (US)","61","Drake Doremus","Ben York Jones","Romantik,Dram","1h 52m","İngilizce","$10,000,000.00","-"
"Yenilmez","26/02/2010 (TR)","72","Clint Eastwood","","Dram,Tarih","2h 14m","İngilizce","$60,000,000.00","$122,400,000.00"
"Yenilmez 2","11/04/2006 (US)","73","Isaac Florentine","","Aksiyon,Suç,Gerilim","1h 33m","İngilizce","$8,000,000.00","$1,361.00"
"Yenilmez 4","22/09/2016 (US)","71","Todor Chapkanov","Tony Mosher","Aksiyon,Dram","1h 27m","İngilizce","-","$413,334.00"
"Yenilmezler","04/05/2012 (TR)","77","Joss Whedon","","Bilim-Kurgu,Aksiyon,Macera","2h 25m","İngilizce","$220,000,000.00","$1,518,815,515.00"
"Yenilmezler Gizli Dosya: Kara Dul & Cezalandırıcı","25/03/2014 (US)","64","Kenichi Shimizu","","Animasyon,Bilim-Kurgu,Aksiyon","1h 23m","Japonca","-","-"
"Yenilmezler: Ultron Çağı","01/05/2015 (TR)","73","Joss Whedon","Joss Whedon","Aksiyon,Macera,Bilim-Kurgu","2h 24m","İngilizce","$365,000,000.00","$1,405,403,694.00"
"Yentl","18/11/1983 (US)","66","Barbra Streisand","","Müzik,Dram,Romantik","2h 12m","İngilizce","$12,000,000.00","$30,400,000.00"
"Yeraltı","25/10/1995 (US)","77","Emir Kusturica","Emir Kusturica","Komedi,Dram,Savaş","2h 50m","Sırpça","$14,000,000.00","-"
"Yeraltı Canavarı","19/01/1990 (US)","69","Ron Underwood","","Korku,Aksiyon,Bilim-Kurgu,Komedi","1h 36m","İngilizce","$11,000,000.00","$48,572,000.00"
"Yeraltı Canavarı 2","09/04/1996 (US)","62","S.S. Wilson","S.S. Wilson","Aksiyon,Korku,Komedi,Bilim-Kurgu,Gerilim","1h 39m","İngilizce","$4,000,000.00","-"
"Yeraltı Canavarı 4: Efsane Başlıyor","02/01/2004 (US)","56","S.S. Wilson","","Aksiyon,Komedi,Korku,Vahşi Batı","1h 41m","İngilizce","$5,000,000.00","-"
"Yeraltı Canavarı 6","01/05/2018 (US)","59","Don Michael Paul","John Whelpley","Aksiyon,Macera,Bilim-Kurgu","1h 38m","İngilizce","-","-"
"Yeraltı Canavarı 7: Çığırtkanlar Adası","20/10/2020 (US)","61","Don Michael Paul","","Aksiyon,Korku","1h 42m","İngilizce","-","-"
"Yerçekimi","11/10/2013 (TR)","72","Alfonso Cuarón","Alfonso Cuarón","Bilim-Kurgu,Gerilim,Dram","1h 31m","İngilizce","$105,000,000.00","$723,192,705.00"
"Yerçekimi","11/10/2013 (TR)","72","Alfonso Cuarón","Alfonso Cuarón","Bilim-Kurgu,Gerilim,Dram","1h 31m","İngilizce","$105,000,000.00","$723,192,705.00"
"Yerdeki Yıldızlar","21/12/2007 (IN)","80","Aamir Khan","","Dram","2h 42m","Hintçe","$2,600,000.00","$28,430,000.00"
"Yerdeniz Öyküleri","29/07/2006 (JP)","65","Goro Miyazaki","","Animasyon,Fantastik,Macera","1h 55m","Japonca","$22,000,000.00","$68,625,104.00"
"Yeryüzüne Hücum","16/06/1954 (US)","68","Gordon Douglas","","Bilim-Kurgu,Korku","1h 34m","İngilizce","$23,000,000.00","-"
"Yesterday","28/06/2019 (TR)","67","Danny Boyle","","Komedi,Fantastik,Müzik,Romantik","1h 56m","İngilizce","$26,000,000.00","$154,600,000.00"
"Yeşil Bölge","30/04/2010 (TR)","65","Paul Greengrass","Brian Helgeland","Savaş,Aksiyon,Macera,Dram,Gerilim","1h 55m","İngilizce","$100,000,000.00","$94,882,889.00"
"Yeşil Cehennem","08/09/2013 (CA)","57","Eli Roth","","Korku,Gerilim,Macera","1h 40m","İngilizce","$5,000,000.00","$12,666,449.00"
"Yeşil Fener","17/06/2011 (US)","52","Martin Campbell","","Macera,Aksiyon,Gerilim,Bilim-Kurgu","1h 54m","İngilizce","$200,000,000.00","$219,851,172.00"
"Yeşil Şövalye","30/07/2021 (TR)","66","David Lowery","David Lowery","Macera,Dram,Fantastik","2h 10m","İngilizce","$15,000,000.00","$18,887,953.00"
"Yeşil Yaban Arısı","13/01/2011 (US)","56","Michel Gondry","","Aksiyon,Suç,Komedi","1h 59m","İngilizce","$120,000,000.00","$227,817,248.00"
"Yeşil Yılan","23/07/2021 (CN)","82","Amp Wong","Damao","Animasyon,Fantastik,Aksiyon,Macera","2h 11m","Çince","-","$87,212,911.00"
"Yeşil Yol","17/03/2000 (TR)","85","Frank Darabont","","Fantastik,Dram,Suç","3h 9m","İngilizce","$60,000,000.00","$286,801,374.00"
"Yetenekli Bay Ripley","25/12/1999 (US)","72","Anthony Minghella","","Gerilim,Suç,Dram","2h 19m","İngilizce","$40,000,000.00","$128,798,265.00"
"Yetenekli Eller: Ben Carson'ın Öyküsü","07/02/2009 (US)","78","Thomas Carter","John Pielmeier","Dram","1h 26m","İngilizce","-","-"
"Yeti Efsanesi","27/09/2019 (US)","75","Jill Culton","Jill Culton","Aile,Animasyon,Macera,Komedi","1h 37m","İngilizce","$75,000,000.00","$190,304,772.00"
"Yıkıntı Saray","13/08/1999 (US)","64","Jonathan Kaplan","","Dram,Gerilim,Gizem","1h 40m","İngilizce","$25,000,000.00","$10,115,013.00"
